"trip_distance","fare_amount","total_amount","trip_timelength","intratrip","weekday"
2,12,15.8,16.3833333333333,"no","lunes"
4.5,19,24.35,24.2833333333333,"yes","miércoles"
2.3,12.5,17.3,15.6666666666667,"no","jueves"
2.4,13,16.45,16.4166666666667,"no","viernes"
1.24,8,11.3,10.15,"no","viernes"
1.65,8,11.16,7.93333333333333,"no","domingo"
2.61,10,13.56,8.5,"no","sábado"
2.8,12,15.95,12.8833333333333,"no","jueves"
4.07,18,23.76,22.6166666666667,"yes","martes"
2.3,9.5,12.95,9.08333333333333,"no","miércoles"
3.1,20.5,26.75,33.0666666666667,"no","miércoles"
2,11.5,15,15.3666666666667,"no","viernes"
2.46,10,13.56,9.1,"no","domingo"
0.6,10,14.15,15.5666666666667,"no","miércoles"
1.6,7.5,9.8,5.93333333333333,"no","lunes"
13.64,42,58.06,45.0333333333333,"yes","lunes"
1.85,8.5,12.25,9.85,"no","sábado"
2.42,15,20.3,22.3833333333333,"no","miércoles"
6.6,24,31.63,27.1,"yes","lunes"
2.3,14.5,19.56,21.3666666666667,"no","jueves"
9.44,29.5,43.87,22.85,"yes","jueves"
2.3,12.5,16.55,17.0666666666667,"no","viernes"
2.04,10.5,14.16,12.5,"no","jueves"
1.26,9,12.96,11.4666666666667,"no","jueves"
1.7,7.5,9.8,7.41666666666667,"no","viernes"
9.83,28.5,42.67,20.0333333333333,"yes","jueves"
1.8,9,11.84,11.7333333333333,"no","jueves"
2,11.5,15.35,15.6666666666667,"no","viernes"
4.4,14.5,18.95,13.25,"no","martes"
2.73,12.5,16.56,14.9666666666667,"no","martes"
2.15,10,13.56,10.35,"no","viernes"
2,15,21,23.0833333333333,"no","miércoles"
3.64,16,20.47,21.2833333333333,"no","lunes"
1.12,8,10.3,10.3166666666667,"no","sábado"
2.53,12.5,17.88,17.3833333333333,"no","viernes"
0.97,8,11.76,10.3,"no","jueves"
1.81,9.5,12.8,11.2666666666667,"no","sábado"
6.3,25.5,31.8,34.8166666666667,"yes","miércoles"
1.9,10.5,14.3,13.1,"no","viernes"
1.14,6.5,9.36,7.25,"no","jueves"
0.65,7,9.96,9.31666666666667,"no","viernes"
1.39,8,11.76,9.83333333333333,"no","lunes"
4.17,24,30.96,38.1666666666667,"no","viernes"
2.5,9,12.85,7.45,"no","martes"
2.83,12.5,16.56,14.9166666666667,"no","viernes"
2,10,14.15,11.7833333333333,"no","miércoles"
1.91,17,22.56,26.8333333333333,"no","martes"
7.49,24,31.62,23.7666666666667,"no","domingo"
3.1,12,15.3,10.7666666666667,"yes","jueves"
1.7,8,11.15,7.86666666666667,"no","domingo"
6.3,23.5,27.8,27.4833333333333,"yes","viernes"
3.54,15,21,19.4,"no","jueves"
1.15,11,15.36,16.3833333333333,"no","martes"
5.7,18,23.15,13.4666666666667,"no","domingo"
3.9,26.5,35.35,43.9666666666667,"no","miércoles"
1.8,10.5,14.75,13.0333333333333,"no","lunes"
1.5,7.5,10.55,7.13333333333333,"no","viernes"
1.71,14.5,18.3,23.2666666666667,"no","miércoles"
4.6,16.5,19.8,18.7166666666667,"no","sábado"
1.07,6,9.36,5.58333333333333,"no","martes"
4.08,15.5,20.16,15.3,"no","jueves"
1.69,9.5,13.5,11.6833333333333,"no","miércoles"
1.42,7.5,11.16,7.91666666666667,"no","miércoles"
1.61,7.5,10.56,6.8,"no","sábado"
0.9,8,10.8,9.61666666666667,"no","jueves"
2.43,9.5,12.96,9.13333333333333,"no","domingo"
1.31,6.5,9.36,6.61666666666667,"no","domingo"
2,10,14.15,11.5166666666667,"no","miércoles"
3.7,17.5,23.5,22.4166666666667,"no","viernes"
3.1,15,20.35,18.9333333333333,"no","lunes"
0.92,6,9.36,6.7,"no","viernes"
4.2,16.5,21.35,18.6,"yes","jueves"
1.7,10.5,14.75,14.8166666666667,"no","jueves"
1.8,8,11.15,8.41666666666667,"no","lunes"
0.89,6.5,9.36,6.95,"no","martes"
6.3,20.5,27.25,19.9833333333333,"yes","domingo"
1.3,7,9.95,7.36666666666667,"no","viernes"
1.1,7,9.95,6.8,"no","miércoles"
1.8,13,17.75,19.9333333333333,"no","jueves"
2.2,11,14.3,13.3,"no","martes"
1.5,8.5,11.75,10.0166666666667,"no","viernes"
1.5,9,12.35,11,"no","viernes"
3.9,22,28.56,34.7833333333333,"no","viernes"
0.85,5.5,8.16,5.18333333333333,"no","miércoles"
1.32,7,10.56,6.9,"no","lunes"
14.9,49,60.37,49.7166666666667,"yes","martes"
2.99,15,19.56,20.2166666666667,"no","sábado"
4.3,16,19.3,19.2,"yes","domingo"
2.69,11.5,15.96,14.2666666666667,"no","lunes"
1.9,7.5,9.8,5.16666666666667,"no","lunes"
0.9,6,8.75,6.08333333333333,"no","sábado"
1.4,6.5,9.95,5.01666666666667,"no","martes"
2.28,10,13.56,10.3333333333333,"no","miércoles"
1.5,7.5,11.16,7.93333333333333,"no","viernes"
7.42,30,38.16,41.2166666666667,"yes","viernes"
2.1,10,13.55,11.7666666666667,"no","lunes"
1.44,9.5,12.96,12.5666666666667,"no","viernes"
3.34,16.5,20.47,23.2,"no","viernes"
3.4,12.5,16.55,10.45,"no","lunes"
0.8,13,17.75,20.8166666666667,"no","martes"
1.6,7.5,10.56,7.98333333333333,"no","viernes"
2.21,10,13.56,11.1333333333333,"no","viernes"
3.1,11.5,14.8,11.4333333333333,"no","miércoles"
1.42,8,11,10,"no","viernes"
1.7,8,11.75,9.13333333333333,"no","lunes"
0.91,7.5,11.16,9.33333333333333,"no","lunes"
6.9,25.5,36.56,28.7333333333333,"yes","miércoles"
1.2,8,11.15,9.73333333333333,"no","martes"
2.4,12.5,17.85,15.9666666666667,"no","lunes"
1.93,11,15.36,15.2333333333333,"no","lunes"
1.2,9,12.95,12.5,"no","jueves"
1.3,8,11.16,8.55,"no","miércoles"
1.1,6,9.35,5.48333333333333,"no","jueves"
3.3,14,18,17.85,"no","miércoles"
3.6,13,16.3,13.45,"no","martes"
2.1,8.5,11.75,7.41666666666667,"no","domingo"
1.51,7.5,9.8,7.15,"no","lunes"
1.68,8,10.3,7.9,"no","jueves"
6.75,23.5,37.27,30.4666666666667,"yes","jueves"
5.27,20,25.3,22,"no","lunes"
6.1,19,24.95,13.9166666666667,"no","jueves"
0.58,6,8.76,6.91666666666667,"no","martes"
2.3,10.5,13.8,11.55,"no","viernes"
1,6,8.3,5.85,"no","martes"
3.1,11.5,15.35,11.65,"no","sábado"
0.94,10.5,15.38,16.2333333333333,"no","jueves"
4,19.5,25.55,26.65,"no","miércoles"
1.61,7.5,11,6.71666666666667,"no","sábado"
0.9,5.5,8.75,5.21666666666667,"no","viernes"
3.11,12.5,16.56,13.7833333333333,"no","sábado"
4.02,16,20.98,19.55,"no","domingo"
2.7,11.5,14.8,12.15,"no","viernes"
13.1,42.5,58.68,52.6666666666667,"yes","martes"
2,10,13.55,11.3333333333333,"no","sábado"
9.4,27,39.06,19.0333333333333,"yes","viernes"
1.8,8.5,12.35,9.06666666666667,"no","viernes"
1.88,8.5,11.76,9.4,"no","domingo"
0.8,10.5,14.75,16.5833333333333,"no","miércoles"
1.6,7,10.35,5.41666666666667,"no","martes"
3.03,14.5,18.96,18.6166666666667,"no","jueves"
1.1,9.5,13,12.8333333333333,"no","miércoles"
1.5,8.5,11.75,10.5833333333333,"no","jueves"
2.91,16,19.8,23.65,"no","miércoles"
4.8,18,23.15,20.7166666666667,"yes","sábado"
6.1,19,23.3,13.0166666666667,"no","martes"
1.79,8,11.62,8.63333333333333,"no","martes"
0.64,5.5,8.76,5.68333333333333,"no","viernes"
1.51,8,11.16,8.65,"no","sábado"
13.38,37,45.96,21.9166666666667,"no","jueves"
4.52,18.5,23.8,24.3666666666667,"no","miércoles"
2.6,11.5,15.35,13.3833333333333,"no","miércoles"
3.38,13.5,17.76,14.2666666666667,"no","viernes"
0.8,8,11.3,10.6333333333333,"no","lunes"
1.4,9.5,13.56,12.45,"no","jueves"
1.81,10.5,14.76,13.9166666666667,"no","lunes"
6.5,24,30.36,29.8166666666667,"yes","domingo"
0.7,5.5,8.75,5.33333333333333,"no","martes"
3.1,13.5,18.5,17.7833333333333,"no","miércoles"
6,19.5,24.95,18.8,"yes","sábado"
3.39,13.5,17.76,16.65,"no","sábado"
0.9,8.5,12.3,11.1166666666667,"no","miércoles"
3.3,16.5,21.96,23.9666666666667,"no","miércoles"
0.99,6.5,8.58,7.36666666666667,"no","jueves"
4.95,20,26.16,22.5833333333333,"yes","lunes"
1.6,8,11.3,8.75,"no","martes"
3.39,12.5,16.56,13.3833333333333,"no","miércoles"
0.9,6,9,6.4,"no","martes"
3.4,12.5,16.55,11.6333333333333,"yes","domingo"
2.13,18,23.76,29.4833333333333,"no","jueves"
4.63,17.5,22.56,21.5666666666667,"no","jueves"
2.85,11,20.06,11,"yes","jueves"
2.8,12.5,15.3,15.75,"no","viernes"
3.6,14.5,17.8,16.5166666666667,"no","miércoles"
1.91,8.5,11.8,8.28333333333333,"no","jueves"
1.95,9,12.96,9.63333333333333,"no","jueves"
1.26,7,9.96,7.21666666666667,"no","viernes"
2.68,11,14.3,12,"no","lunes"
10.3,30.5,36.8,25.15,"yes","domingo"
8.27,28.5,35.76,30.5333333333333,"yes","viernes"
2.18,9.5,12.96,9.25,"no","martes"
0.8,6.5,9.36,6.7,"no","miércoles"
1.84,9,12.96,10.95,"no","martes"
1.56,9,12.36,11.3666666666667,"no","jueves"
1.01,6,8.76,5.76666666666667,"no","martes"
2.7,17,22.55,26.6333333333333,"no","miércoles"
3.49,14,18.36,15.9666666666667,"no","viernes"
2.3,9.5,12.95,9.65,"no","viernes"
1.58,8,11.62,9.18333333333333,"no","miércoles"
11.3,38,54.66,43.7666666666667,"yes","lunes"
2.3,10,13.55,10.3833333333333,"no","sábado"
6.3,23,29.75,24,"no","miércoles"
11.1,40,55.06,46.0666666666667,"yes","viernes"
1.93,8,11.62,7.3,"no","sábado"
8.65,26,32.76,21.0333333333333,"no","martes"
2.63,10.5,14.16,10.9,"no","jueves"
1.6,9.5,12.95,11.2166666666667,"no","miércoles"
1.15,9,12.96,12.7333333333333,"no","jueves"
6.88,24,30.36,24.45,"yes","viernes"
2.7,12.5,16.55,15.65,"no","jueves"
4.03,16.5,19.8,18.4833333333333,"yes","sábado"
1.6,15,21,23.8333333333333,"no","lunes"
1.99,9.5,12.8,10.7666666666667,"no","miércoles"
1.74,12,16,17.3166666666667,"no","miércoles"
3.3,13.5,16.8,13.2666666666667,"yes","domingo"
3.2,12.5,15.3,12.1833333333333,"no","martes"
1.34,7.5,10.56,7.01666666666667,"no","viernes"
1.5,7.5,9.8,9.21666666666667,"no","viernes"
1.38,7,9.96,7.3,"no","viernes"
1.79,13.5,16.8,20.8833333333333,"no","viernes"
1.5,6.5,9.36,5.46666666666667,"no","lunes"
1.8,8,11.15,8.91666666666667,"no","domingo"
2.53,11,14.76,11.9333333333333,"no","miércoles"
3.89,17.5,22.56,22.9833333333333,"no","jueves"
1.97,9,12.36,9.45,"no","martes"
2.3,11,14.75,13.1833333333333,"no","viernes"
2.14,11.5,15.96,14.7333333333333,"no","jueves"
1.2,9,12.3,12.6666666666667,"no","viernes"
1.17,10.5,14.76,16.2,"no","jueves"
1.3,9,12.95,11.3666666666667,"no","viernes"
2.29,12.5,17.16,17.3833333333333,"no","martes"
4.8,23,31,32.9166666666667,"no","lunes"
2.63,13,17.76,19.1,"no","martes"
1.7,8,11.75,8.3,"no","viernes"
4.47,15.5,20.16,13.3333333333333,"no","miércoles"
1.3,6.5,9,5.68333333333333,"no","miércoles"
0.9,7.5,10.3,9.53333333333333,"no","miércoles"
0.72,5.5,8.16,5.6,"no","sábado"
4.13,15,19.56,16.3,"no","lunes"
2.05,10.5,14.16,12.65,"no","domingo"
8.2,29,35.8,27.8666666666667,"yes","sábado"
1.53,7.5,11,7.6,"no","viernes"
1.76,11.5,15.96,16.8166666666667,"no","martes"
4.73,19.5,25.56,26.7666666666667,"yes","jueves"
1.39,10,14.16,13.6166666666667,"no","viernes"
2.92,12,16.62,14.1166666666667,"no","martes"
3.9,17,21.95,22.1166666666667,"no","sábado"
9.59,31.5,37.8,34.0333333333333,"no","miércoles"
1.13,6,8.3,5.53333333333333,"no","sábado"
2.8,14.5,19.55,19.95,"no","viernes"
4.71,18,23.16,19.9833333333333,"yes","domingo"
15.2,41.5,58.27,22.9833333333333,"yes","jueves"
1.54,8,11.62,8.56666666666667,"no","sábado"
7.77,27.5,37.11,38.3333333333333,"yes","jueves"
2.11,8,10.8,6,"no","sábado"
1.4,8,10.3,9.43333333333333,"no","lunes"
10.73,33.5,41.76,31.5166666666667,"yes","miércoles"
1.1,13,17.25,20.4666666666667,"no","viernes"
3.02,12,15.5,14.4333333333333,"no","lunes"
2.3,9,11.3,8.73333333333333,"no","sábado"
2.8,12.5,17.25,16.7,"no","sábado"
2.24,11.5,16.62,14.9666666666667,"no","viernes"
0.6,7,10.55,9.15,"no","jueves"
5.21,17.5,21.62,16.9833333333333,"yes","lunes"
1.2,8.5,11.3,10.7166666666667,"no","jueves"
3.5,14,18.55,17.8666666666667,"no","jueves"
1,6,9.36,5.16666666666667,"no","lunes"
1.72,15,19.3,23.4,"no","jueves"
5.21,19.5,24.96,24.85,"no","jueves"
3.18,13,17.16,15.1833333333333,"no","jueves"
7.83,25,38.47,21,"yes","viernes"
2.04,9.5,12.96,9.53333333333333,"no","jueves"
1.78,9,12.96,11.3833333333333,"no","miércoles"
3.81,18,22.77,24.0166666666667,"no","jueves"
2,10,14.1,10.5666666666667,"no","sábado"
2.38,12.5,16,16.35,"no","jueves"
2.34,12.5,17.16,16.1,"no","martes"
2.89,12.5,17.25,12.9666666666667,"no","viernes"
0.6,5,8.15,5.06666666666667,"no","martes"
8,26,34.75,30.15,"yes","miércoles"
12.1,39,45.8,39.75,"no","jueves"
1.27,7,9.96,8.18333333333333,"no","jueves"
5.44,19,24.36,17.8666666666667,"no","domingo"
0.9,8,11.75,10.65,"no","viernes"
1.98,8.5,11.76,8.43333333333333,"no","sábado"
0.54,8.5,12.36,12.0833333333333,"no","jueves"
1.71,7.5,10.56,7.43333333333333,"no","lunes"
1.9,12,15.95,14.8,"no","viernes"
4.1,15,19.3,14.3666666666667,"yes","jueves"
0.88,6.5,9.96,6.93333333333333,"no","martes"
4.63,16,21.85,17.0833333333333,"no","sábado"
4.57,18.5,23.76,24.4666666666667,"yes","martes"
1.8,8,11.16,7.86666666666667,"no","viernes"
6.5,27,32.55,36.05,"yes","sábado"
1.55,7.5,10.56,8.3,"no","viernes"
3,13,17.88,16.45,"no","martes"
1.7,8,11.75,8.91666666666667,"no","martes"
3.25,15,19.56,19.7166666666667,"no","martes"
5.56,21,26.76,22.7166666666667,"yes","sábado"
4,16.5,21.35,20.5,"no","viernes"
1.2,8.5,12.3,10.1333333333333,"no","miércoles"
8.2,30,38.15,37.4666666666667,"yes","jueves"
3.4,16.5,21.95,25.35,"no","jueves"
1.1,6.5,9.35,6.21666666666667,"no","domingo"
3.41,14,18.96,17.1166666666667,"no","viernes"
3.72,14.5,19.75,16.9666666666667,"no","sábado"
1.1,7,9.95,7.41666666666667,"no","jueves"
1.59,8,11.62,8.45,"no","lunes"
1.4,9,11.88,11.9,"no","miércoles"
1.8,9,12.35,10.3333333333333,"no","lunes"
1.9,9,11.8,10.6833333333333,"no","lunes"
1.2,9,12.74,11.5833333333333,"no","miércoles"
2.7,17,22.55,25.8,"no","jueves"
3.5,17.5,22.55,25.75,"no","viernes"
2,15,20.15,24.0333333333333,"no","viernes"
1.96,10,14.16,11.7333333333333,"no","martes"
1.17,6.5,9,6.06666666666667,"no","viernes"
2.4,10.5,14.16,12.3666666666667,"no","lunes"
5.92,19,23.34,15.7166666666667,"no","martes"
2.77,11,13.8,11.3,"no","sábado"
1.12,6,9.36,5.68333333333333,"no","miércoles"
18.5,51,61.3,37.0833333333333,"yes","miércoles"
10.9,36.5,45.95,46.2333333333333,"yes","jueves"
0.69,6,8.8,7,"no","martes"
1.6,8.5,12.25,9.8,"no","jueves"
0.8,6,9.35,6.06666666666667,"no","miércoles"
2.28,13.5,19.12,19.1833333333333,"no","viernes"
2,11,15.36,14.7333333333333,"no","viernes"
2.6,12,15.95,14.85,"no","sábado"
2.43,10,13.56,9.56666666666667,"no","lunes"
1.6,7,9.3,6,"no","viernes"
0.85,7,9.3,8.75,"no","domingo"
1.69,8,10.3,8.96666666666667,"no","viernes"
1.67,8,11.16,8.08333333333333,"no","jueves"
1.2,7,9.95,7.26666666666667,"no","viernes"
3.4,15.5,20.15,19.2,"no","martes"
8.55,24.5,36.56,16.0833333333333,"yes","lunes"
2.28,10,13.5,12.2166666666667,"no","lunes"
1.9,10,14.16,12.05,"no","jueves"
2.23,11,14.76,13.15,"no","jueves"
3.65,18.5,23.3,27.1333333333333,"no","lunes"
3,12.5,16.55,13.1333333333333,"no","jueves"
4.75,15,19.56,11.0333333333333,"yes","lunes"
1.96,7.5,10.56,5.41666666666667,"no","viernes"
7.5,22.5,26.8,14.1666666666667,"yes","jueves"
1.65,14.5,18.8,22.2,"no","miércoles"
0.96,10,13.3,15.7833333333333,"no","jueves"
1.03,9.5,13.56,12.95,"no","lunes"
4.7,18,22.2,20.1833333333333,"yes","miércoles"
5.05,29,36.96,43.6333333333333,"no","jueves"
5.57,18,23.16,15.1333333333333,"no","sábado"
1.49,7.5,9.8,7.66666666666667,"no","jueves"
1.6,8,10.3,8.36666666666667,"no","jueves"
2.1,13,16.8,18.9333333333333,"no","viernes"
3.4,16.5,21.35,22.5166666666667,"no","viernes"
2.9,12.5,16.55,14.7333333333333,"no","lunes"
4.5,17.5,20.8,20.1833333333333,"no","sábado"
1.7,8,11.76,8.91666666666667,"no","miércoles"
1.76,8.5,11.76,9.38333333333333,"no","lunes"
4.96,22,28.56,29.5833333333333,"yes","miércoles"
5,24.5,31.55,33.05,"no","jueves"
2.6,10,13.55,8.05,"no","lunes"
3.71,20.5,26.76,28.35,"no","miércoles"
2.2,9,12.36,9.55,"no","jueves"
7.5,22,27.95,14.7166666666667,"no","jueves"
10.5,32,39.96,28.1166666666667,"yes","lunes"
2.44,13,16.28,18.05,"no","jueves"
3.6,21.5,27.95,29.0666666666667,"no","jueves"
3.9,14,18.35,14.9166666666667,"no","miércoles"
2.55,15,18.8,21.9666666666667,"no","viernes"
1.3,7,10.56,6.85,"no","miércoles"
1.82,14.5,19.56,22.15,"no","martes"
11.23,33.5,41.76,25.65,"no","miércoles"
0.82,6,8.76,6.88333333333333,"no","sábado"
1.31,10,13.56,13.6166666666667,"no","domingo"
0.8,6.5,9.36,7.31666666666667,"no","martes"
0.95,8,11.76,10.85,"no","martes"
2.55,12.5,16.56,14.8833333333333,"no","viernes"
5.64,21,26.76,24.3166666666667,"no","miércoles"
2.13,9.5,12.96,10.3333333333333,"no","viernes"
2.56,13,17.3,17.5333333333333,"no","martes"
6.07,26,32.76,36.4833333333333,"yes","domingo"
4.67,17,21.96,19.4166666666667,"no","jueves"
7.65,33,41.76,46.9833333333333,"no","viernes"
2.2,9.5,11.8,11.0333333333333,"no","miércoles"
11.53,34,42.36,27.9833333333333,"yes","miércoles"
2.78,11,14.76,11.7666666666667,"no","jueves"
3.56,14.5,19.07,18.5,"no","miércoles"
1.86,9.5,12.96,11.7166666666667,"no","domingo"
2.09,9,12.88,10.05,"no","miércoles"
2.4,13,17.75,17.1833333333333,"no","martes"
1.24,7,10.56,7.51666666666667,"no","martes"
1.5,8,11.16,7.98333333333333,"no","sábado"
1.2,6.5,9.35,5.23333333333333,"no","domingo"
4.7,15.5,19.8,14.6166666666667,"no","viernes"
1.9,9,12.85,9.48333333333333,"no","lunes"
1.63,8,11.16,8.51666666666667,"no","martes"
2.1,12.5,16.55,17.1166666666667,"no","miércoles"
7.7,24,36.06,19.8666666666667,"yes","lunes"
1.7,9.5,13.55,12.6166666666667,"no","lunes"
0.9,6,9.35,7.08333333333333,"no","viernes"
1.36,7.5,10.56,8.71666666666667,"no","sábado"
3.01,15,20.16,19.25,"no","martes"
1.2,6.5,9.3,6.13333333333333,"no","sábado"
6.23,19.5,24.8,15.9666666666667,"yes","sábado"
0.53,10.5,14.76,16.1,"no","viernes"
1.51,7.5,11,7.16666666666667,"no","viernes"
1.1,6.5,9.35,6.9,"no","lunes"
1.27,7,9.96,7.5,"no","lunes"
2.42,10,13.56,10.5666666666667,"no","sábado"
2,9,12.35,9.05,"no","domingo"
1,6,8.75,6.53333333333333,"no","miércoles"
2,8,10.8,6.63333333333333,"no","martes"
2.2,8.5,10.8,6.13333333333333,"no","jueves"
2.5,10.5,15.35,10.9666666666667,"no","viernes"
1.3,9.5,13,12.8,"no","jueves"
2.1,12.5,15.8,18.3,"no","miércoles"
10.8,37,46.55,46.8833333333333,"yes","miércoles"
3.87,14,18.36,12.8666666666667,"yes","sábado"
0.8,6,8.8,6.25,"no","jueves"
1.8,11,14.76,15.0166666666667,"no","viernes"
4.1,15.5,20.16,17,"no","jueves"
1.8,13.5,16.8,20.35,"no","lunes"
1.72,9,11.84,10.5,"no","lunes"
1.29,7,9.8,7.51666666666667,"no","miércoles"
1.97,9,12.88,9.4,"no","viernes"
0.6,5.5,7.8,5.31666666666667,"no","jueves"
2.59,14,18.36,19.9,"no","miércoles"
13.2,41,48.65,40.3833333333333,"yes","martes"
2.36,11,14.76,13.4666666666667,"no","viernes"
1.67,7,9.96,6.06666666666667,"no","domingo"
8.9,27.5,35,25.2,"yes","lunes"
1.6,7,9.95,6.06666666666667,"no","viernes"
11.84,37.5,48.5,38.45,"yes","jueves"
1.65,8,11.16,8.68333333333333,"no","jueves"
5,17,21.95,14.2333333333333,"no","viernes"
2.1,12,16.55,16.9333333333333,"no","lunes"
1.8,11.5,15.35,15.6166666666667,"no","sábado"
2.7,12,15.8,14.4666666666667,"no","jueves"
6.9,27,33.95,35.0833333333333,"yes","jueves"
7.8,23.5,28.52,16.2833333333333,"no","sábado"
9.8,33.5,49.26,40.3166666666667,"yes","jueves"
1.3,6.5,9.35,6.7,"no","lunes"
0.6,5.5,8.15,5.45,"no","jueves"
1.1,6,8.3,5.38333333333333,"no","viernes"
3,12,15.95,13.1166666666667,"no","domingo"
3.9,17,22.55,20.7166666666667,"no","martes"
1.7,11,14.75,15.4666666666667,"no","sábado"
1.3,7.5,11.16,8.25,"no","lunes"
0.85,6.5,9.96,6.96666666666667,"no","jueves"
2.12,9.5,12.96,9.43333333333333,"no","miércoles"
1.6,7.5,11,6.61666666666667,"no","viernes"
1.59,7.5,11,7.5,"no","jueves"
3.4,17.5,21.3,26.2666666666667,"no","viernes"
0.94,7.5,11.16,8.83333333333333,"no","lunes"
1.4,18.5,21.8,30.8833333333333,"no","viernes"
4.56,16.5,21.36,15.95,"no","jueves"
2.7,10.5,14.16,10.1666666666667,"no","lunes"
3,16.5,21.95,24.25,"no","viernes"
1.5,11,15.35,15.25,"no","viernes"
2.1,11,14.75,14.45,"no","jueves"
2.63,11,15.36,11.15,"no","miércoles"
3.16,12.5,16.56,14.65,"no","jueves"
7.6,29.5,37.56,37.9333333333333,"yes","viernes"
0.8,6,8.3,6.43333333333333,"no","viernes"
1.32,7,10.38,7.55,"no","domingo"
2.52,10.5,14.16,10.7,"no","miércoles"
1.5,7.5,11.15,7.75,"no","miércoles"
1.29,10.5,15.38,15.5333333333333,"no","lunes"
1.6,7,10.3,6.05,"no","lunes"
1.7,11,15.35,16.35,"no","jueves"
3.5,11,14.75,9.3,"no","domingo"
1.8,13.5,17,20.5666666666667,"no","viernes"
1.08,7,10.56,7.68333333333333,"no","martes"
3.6,16.5,21.95,20.4166666666667,"yes","martes"
3.67,15,18.3,19.3666666666667,"yes","martes"
1.99,9,11.8,9.43333333333333,"no","miércoles"
4.9,16.5,21.35,17.5,"no","miércoles"
7.71,30,37.56,40.8,"yes","viernes"
2.54,10.5,12.88,11.5666666666667,"no","viernes"
10.2,33.5,43.5,37,"yes","viernes"
0.96,6,9.36,5.81666666666667,"no","martes"
0.7,7,9.8,8.46666666666667,"no","jueves"
1.03,7.5,10.56,8.81666666666667,"no","lunes"
6.26,30.5,40.38,46.8666666666667,"no","martes"
6.12,34,44.75,55.7666666666667,"no","miércoles"
2.1,9.5,12.6,10.7833333333333,"no","jueves"
1.23,7,9.96,7.45,"no","miércoles"
1.9,8.5,10.8,9.4,"no","miércoles"
4.2,18.5,23.76,22.7333333333333,"no","jueves"
3.3,12.5,16.55,13.55,"no","martes"
6.66,23.5,27.8,26.4166666666667,"yes","sábado"
1.47,8,10.3,8.7,"no","viernes"
4.49,20,25.56,27.95,"no","miércoles"
1.9,16,21.35,25.4833333333333,"no","miércoles"
1.73,9.5,12.96,12.5166666666667,"no","jueves"
1.42,7.5,10.3,8.2,"no","lunes"
3,15.5,19.9,20.3833333333333,"no","martes"
3,14.5,19.55,20.6666666666667,"no","jueves"
0.99,7,9.96,8.36666666666667,"no","jueves"
1.8,13.5,19.1,20.65,"no","lunes"
2.35,10.5,14.16,11.8666666666667,"no","sábado"
1.8,12,15.8,16.5833333333333,"no","viernes"
1.24,7,10,7.8,"no","miércoles"
2.4,11.5,15.35,15.85,"no","sábado"
2.09,9,12.3,9.35,"no","sábado"
1.76,9,12.96,9.86666666666667,"no","viernes"
7.47,23,29.8,17.2166666666667,"no","lunes"
1.47,8,11.76,10.2666666666667,"no","jueves"
2.1,11,15.35,15.1,"no","jueves"
14.1,39,48.35,27.5166666666667,"yes","lunes"
2.06,8.5,11.76,8.83333333333333,"no","miércoles"
4.62,26.5,33.3,43.8166666666667,"no","jueves"
5.4,24,28.3,33.2333333333333,"yes","sábado"
1.93,8,11.16,7.05,"no","domingo"
1.45,6.5,9.36,5.21666666666667,"no","jueves"
1.4,7.5,10.55,7.9,"no","viernes"
1.67,7,9.96,5.51666666666667,"no","viernes"
1.02,7,10.8,7.86666666666667,"no","miércoles"
7.83,30.5,38.16,38,"yes","lunes"
1.27,8.5,11.76,10.95,"no","miércoles"
3.99,15,20.38,14.9,"no","martes"
1.7,9.5,13.5,10.75,"no","martes"
3.34,12,15.96,9.15,"yes","lunes"
1.48,10,14.16,13.8,"no","miércoles"
2.11,9,12.96,9,"no","viernes"
4.3,19,24.95,25.8833333333333,"no","martes"
1,6,8.75,5.75,"no","miércoles"
7.95,25.5,31.3,21.6333333333333,"no","martes"
0.83,8.5,12.36,12.05,"no","viernes"
1.6,8,11.15,9.18333333333333,"no","viernes"
14.82,45,65.7,52.9666666666667,"yes","miércoles"
1.9,11.5,15.8,15.4333333333333,"no","viernes"
1.56,8.5,11.76,10.9,"no","miércoles"
1.38,9,12.96,12.25,"no","martes"
2.09,9.5,13.5,11.3666666666667,"no","viernes"
2.82,10,15.51,10.1166666666667,"no","miércoles"
6.3,20,25.55,16.4833333333333,"yes","martes"
11.2,37.5,46.55,41.5,"yes","domingo"
1.66,9.5,12.96,13.6333333333333,"no","jueves"
3.25,11,15.38,9.41666666666667,"no","jueves"
1.63,6.5,8.58,5.63333333333333,"no","jueves"
4.84,17,21.96,18.7833333333333,"no","martes"
1.3,8,11.15,8.93333333333333,"no","lunes"
1.39,7,9.96,6.78333333333333,"no","sábado"
1.19,7,9.4,7.35,"no","jueves"
2.8,14.5,19.55,20.3333333333333,"no","miércoles"
1.67,7.5,10.3,6.65,"no","viernes"
1.11,8,11.16,9.23333333333333,"no","sábado"
9.43,26.5,38.56,14,"yes","martes"
3.01,13.5,17,18.6333333333333,"no","lunes"
1.2,6.5,9.35,6.78333333333333,"no","martes"
1.9,9.5,14.1,11.4166666666667,"no","miércoles"
2.24,11.5,15.36,14.0166666666667,"no","sábado"
1.97,14.5,18.3,22.8,"no","jueves"
0.7,8,11.75,9.91666666666667,"no","jueves"
0.79,6.5,9.96,8.15,"no","lunes"
