"trip_distance","fare_amount","total_amount","trip_timelength","intratrip","weekday"
1.27,8,11.16,9.4,"no","jueves"
1.2,9.5,12.95,12.2166666666667,"no","miércoles"
1.38,7,9.96,7.55,"no","viernes"
4.78,15.5,21,14.1,"yes","martes"
4.53,15,19.56,12.5,"no","miércoles"
1.27,8,10.3,9.46666666666667,"no","viernes"
1.3,12.5,17.15,20.0833333333333,"no","jueves"
1.5,8,10.8,9.45,"no","jueves"
1.36,8,11.4,9.11666666666667,"no","lunes"
2.74,12.5,17.88,16.6333333333333,"no","lunes"
3.6,14.5,17.3,17.5666666666667,"no","sábado"
2.64,10.5,13.8,10.65,"no","jueves"
2.65,11,15.3,11.5166666666667,"yes","viernes"
1,5.5,8.4,5.36666666666667,"no","miércoles"
2.5,10.5,13.3,11.7666666666667,"no","miércoles"
2.36,12,16.56,15.65,"no","jueves"
1.83,11,14.76,14.8666666666667,"no","domingo"
8.69,26.5,37.84,22.6333333333333,"yes","martes"
6.09,24,29.1,32.5666666666667,"yes","martes"
3.05,13.5,17.76,15.1,"yes","miércoles"
1.27,7,9.96,7.68333333333333,"no","lunes"
4.5,18,24.12,20.4833333333333,"no","lunes"
2.4,11,14.76,13.5833333333333,"no","martes"
3.51,18.5,24.36,28.4166666666667,"no","viernes"
1.6,9.5,13.5,11.75,"no","miércoles"
0.9,8.5,12.35,11.1333333333333,"no","miércoles"
2.4,11.5,16.62,13.3166666666667,"no","miércoles"
1.3,6.5,9.35,5.9,"no","jueves"
16.3,46.5,53.3,41.8,"yes","viernes"
7.3,23,36.06,20.3,"yes","lunes"
1.6,8,11.75,9.45,"no","viernes"
2.76,13.5,18.36,16.2,"no","jueves"
0.7,7,9.95,8.76666666666667,"no","sábado"
1.5,8,11.6,8.78333333333333,"no","viernes"
1.1,8.5,11.3,11.3166666666667,"no","viernes"
1.74,10.5,14.76,14.1333333333333,"no","jueves"
7.32,25.5,32.16,29.4,"no","miércoles"
13,38,51.57,29.0333333333333,"yes","domingo"
1.9,15.5,20.75,24.6,"no","jueves"
1.3,9,12.35,11.8833333333333,"no","jueves"
3.97,23,29.76,37.0666666666667,"no","viernes"
5.25,19.5,24.96,21.8833333333333,"yes","viernes"
0.82,5.5,8.3,5.35,"no","martes"
3.81,19,23.92,27.4666666666667,"no","viernes"
19.36,56.5,69.96,53.1666666666667,"yes","jueves"
3.1,13,17.15,15.1166666666667,"no","lunes"
4.2,17,21.95,21.1833333333333,"yes","sábado"
6.48,26.5,33.96,33.85,"no","martes"
4.7,19.5,23.3,20.5333333333333,"no","viernes"
1.31,7,9.3,7.46666666666667,"no","jueves"
1.95,10.5,14.16,14.0166666666667,"no","viernes"
1.1,10,13.3,15.1,"no","miércoles"
2.39,20,25.56,32.9333333333333,"no","viernes"
3.4,13.5,17.75,15.3166666666667,"no","jueves"
3.3,13,17.15,12.1833333333333,"no","jueves"
1.64,8,10.8,6.5,"yes","jueves"
5.8,19.5,24.95,19.6333333333333,"no","miércoles"
2.8,12.5,17.15,15.0333333333333,"no","lunes"
2.61,11,14.76,12.75,"no","viernes"
4.19,16,19.38,19.6666666666667,"no","sábado"
2.8,12,16.56,14.35,"no","jueves"
1.9,12.5,17.16,18.0333333333333,"no","jueves"
8.6,25.5,39.06,17.9833333333333,"yes","martes"
1.14,6.5,8.88,5.91666666666667,"no","jueves"
0.9,5.5,8.75,5.23333333333333,"no","lunes"
0.9,7.5,9.8,8.55,"no","jueves"
3.68,17,22.56,24,"no","jueves"
4.2,14,17.3,13.9666666666667,"no","miércoles"
9.8,30,37.55,23.8166666666667,"yes","viernes"
2.2,11.5,15.95,14.85,"no","lunes"
8.21,28.5,35.76,31.5,"yes","viernes"
3.4,14,18.35,17.55,"no","domingo"
1,7,9.95,8.56666666666667,"no","sábado"
3.9,16,19.3,19.3333333333333,"no","martes"
0.76,5.5,8.76,5.46666666666667,"no","miércoles"
1.3,11.5,15.3,18.25,"no","martes"
1.64,7,9.96,5.7,"no","martes"
1.45,7,10.56,7.2,"no","miércoles"
2.4,11,14.75,13.2166666666667,"no","jueves"
1.68,14,17.3,21.9,"no","jueves"
1.13,8,11.62,10.6666666666667,"no","viernes"
2.32,13,18.5,18.3333333333333,"no","jueves"
1.3,7,10.55,7.16666666666667,"no","viernes"
3.3,13.5,17.75,14.1833333333333,"yes","lunes"
3.12,12.5,16.56,12.1,"no","viernes"
1.3,7.5,10.55,7.78333333333333,"no","domingo"
9.53,30,41.84,25.0166666666667,"yes","domingo"
1.48,7,9.96,6.23333333333333,"no","sábado"
2.6,11.5,15.8,13.45,"no","lunes"
4.8,19.5,24.95,22.9333333333333,"yes","domingo"
1.7,9.5,14,12.0333333333333,"no","lunes"
4.4,16,20.8,17.9833333333333,"no","martes"
2.6,11.5,15.35,14.1333333333333,"no","miércoles"
1.3,8.5,12.25,10.3,"no","domingo"
7.1,26.5,40.59,32.0666666666667,"yes","viernes"
3.2,12.5,15.87,14.6166666666667,"no","jueves"
7.19,22,28.3,20.7,"yes","jueves"
0.67,6,9.36,6.66666666666667,"no","miércoles"
2.8,12,15.96,13.0333333333333,"no","jueves"
1.4,10.5,14.15,14.4666666666667,"no","viernes"
5.41,23,29.16,30.5166666666667,"no","viernes"
1.2,6.5,8.8,7.41666666666667,"no","miércoles"
2.7,11,14.76,11.55,"no","domingo"
0.8,6,8.76,5.91666666666667,"no","martes"
2.53,11.5,15.8,15.35,"no","martes"
1.91,15,18.48,23.5,"no","miércoles"
1.3,6.5,9.35,5.51666666666667,"no","martes"
2.5,11,14.75,11.9,"no","lunes"
2.3,12,17.25,16.05,"no","lunes"
0.8,6.5,9.95,7.48333333333333,"no","jueves"
2.5,8.5,10.8,5.23333333333333,"no","miércoles"
1.57,10,14.75,14.15,"no","viernes"
3,14.5,18.8,20.7666666666667,"no","miércoles"
1.9,9,12.85,10.9833333333333,"no","viernes"
1.1,6.5,9.35,7.11666666666667,"no","viernes"
2.5,10.5,14.15,10.1333333333333,"no","sábado"
0.9,9,12.35,12.35,"no","sábado"
1.9,9,12.35,9.6,"no","martes"
1.53,8.5,12.36,9.93333333333333,"no","viernes"
4.34,15,19.56,14.7,"no","jueves"
1.33,9,12.96,11.4,"no","lunes"
0.7,7.5,11,9.68333333333333,"no","jueves"
6.52,28,35.16,39.35,"no","miércoles"
0.8,6.5,9.95,6.88333333333333,"no","viernes"
5.7,22,27.3,27.0833333333333,"yes","miércoles"
1.62,8,10.7,9.78333333333333,"no","martes"
16.14,44.5,53.8,27.7333333333333,"yes","viernes"
2.6,10.5,14.15,10.4166666666667,"no","jueves"
1.6,7.5,10.56,7.28333333333333,"no","viernes"
1.42,9,12.36,11.5333333333333,"no","sábado"
5.53,21,27.3,24.9,"yes","lunes"
1.7,9,12.35,11,"no","miércoles"
2.5,10.5,14.75,11.4166666666667,"no","jueves"
2,9.5,12.95,10.3833333333333,"no","sábado"
2.93,15,20.16,20.2666666666667,"no","lunes"
4.7,17.5,23.15,20.1833333333333,"no","jueves"
11.6,36,51.39,32.5666666666667,"yes","domingo"
1.6,7,9.96,6.85,"no","miércoles"
1.05,6,8.3,5.51666666666667,"no","sábado"
1.31,7,10.3,7.51666666666667,"no","viernes"
9.9,30,41.84,26.85,"yes","miércoles"
1.7,7.5,10.3,7.08333333333333,"no","martes"
2,13,18.5,18.4666666666667,"no","lunes"
1.57,7.5,10.56,7.13333333333333,"no","martes"
6.57,21,26.76,16.0333333333333,"no","jueves"
4,18.5,23.75,23.6833333333333,"yes","sábado"
1,7,10.3,9.03333333333333,"no","sábado"
15.8,44,54.36,27.4,"yes","miércoles"
3.3,15.5,20.75,20.8333333333333,"no","jueves"
3.5,16.5,21.95,23.25,"no","martes"
2.27,13,16.3,17.7166666666667,"no","miércoles"
4.45,13.5,17.76,7.66666666666667,"no","miércoles"
1.9,10.5,14.16,11.9333333333333,"no","sábado"
3.9,15,20.15,17.8166666666667,"no","miércoles"
0.98,9.5,13.56,13.9666666666667,"no","viernes"
1.6,11.5,14.8,17.2666666666667,"no","sábado"
3.9,13,16.8,9.55,"no","jueves"
1.1,7,10.55,7.26666666666667,"no","lunes"
1.9,12.5,15.8,17.9333333333333,"no","viernes"
1.1,6.5,9.35,6.25,"no","sábado"
0.95,6.5,8.8,7.36666666666667,"no","sábado"
2.22,10.5,14.76,12.4333333333333,"no","lunes"
0.9,5.5,8.75,5.08333333333333,"no","viernes"
0.72,5.5,8.3,6.06666666666667,"no","miércoles"
1.53,14.5,19.56,22.8166666666667,"no","martes"
3.6,12.5,16.55,11.9166666666667,"no","sábado"
8.02,36,46.62,49.9166666666667,"no","sábado"
2,10,13.55,12.5666666666667,"no","jueves"
3.86,17,22.88,23.4666666666667,"no","jueves"
3.84,19.5,26,29.3666666666667,"no","sábado"
1.3,8,11.63,9.83333333333333,"no","martes"
4.3,14.5,19.55,10.5333333333333,"no","lunes"
15.7,47.5,66.06,46.6166666666667,"yes","miércoles"
1.9,10,14.1,13.1,"no","martes"
8.22,25,38.21,18.4,"yes","lunes"
3.2,11,15.36,7.5,"no","martes"
1.22,6.5,8.8,6.96666666666667,"no","lunes"
3.71,14.5,18.96,16.75,"no","lunes"
0.8,6,9.35,6.7,"no","miércoles"
4.8,23,30.35,33.2,"no","miércoles"
1.79,9,12.36,9.75,"no","sábado"
2.8,17,22.55,26.5166666666667,"no","miércoles"
0.85,6,8.8,6.51666666666667,"no","jueves"
4.13,16,20.76,17.4666666666667,"yes","martes"
5.37,17.5,22.56,13.5,"no","viernes"
1.7,8,11.15,9.18333333333333,"no","jueves"
8.67,32,39.96,37.1666666666667,"no","jueves"
2.43,17,23.5,26.25,"no","jueves"
4.2,19,22.3,24.7,"yes","miércoles"
6.4,20,25.55,13.5,"no","viernes"
13.61,38,49.12,24.4333333333333,"yes","jueves"
1.5,9,12.3,12.05,"no","miércoles"
1.11,6,9.36,6.05,"no","viernes"
3.07,12,15.96,11.8833333333333,"no","miércoles"
2.33,9,12.36,8.3,"no","jueves"
3.39,12.5,16.56,11.2833333333333,"yes","miércoles"
1.88,11,14.76,14.3833333333333,"no","lunes"
3.1,14,16.83,17.7666666666667,"no","sábado"
0.83,7,10.12,8.4,"no","jueves"
5.78,19,23.8,19,"no","jueves"
3.02,13.5,17.76,18.8666666666667,"no","miércoles"
2.5,16.5,20.8,25.6833333333333,"no","jueves"
1.52,7.5,10.56,8.08333333333333,"no","lunes"
5.02,21,27.36,27.5833333333333,"no","miércoles"
1,10,14.15,14.15,"no","viernes"
2.4,10.5,13.3,11.1,"no","lunes"
1.91,8.5,11.76,11.2,"no","miércoles"
2.9,10.5,14.75,7.6,"no","miércoles"
4.62,16.5,21.36,16.3333333333333,"yes","viernes"
1.1,6.5,9.35,6.8,"no","sábado"
12.5,35,43.55,23.9333333333333,"yes","viernes"
1.5,7.5,10.55,7.73333333333333,"no","sábado"
1,8.5,12.35,12.1666666666667,"no","martes"
2.9,11.5,15.95,10.8333333333333,"no","viernes"
3.8,16,21.6,16.5333333333333,"no","domingo"
2.4,12,16.6,15.5333333333333,"no","jueves"
1.9,9,12.85,9.85,"no","viernes"
7.84,24,37.27,18.7333333333333,"yes","martes"
1.35,9.5,14.12,13.1833333333333,"no","jueves"
5.1,20,26.15,21.9,"no","jueves"
1.6,17,21.96,28.2333333333333,"no","jueves"
2.19,10.5,14.16,13.3,"no","martes"
5.2,19.5,24.95,21.15,"yes","jueves"
1.65,8.5,11.76,9.35,"no","miércoles"
2.75,13,17.8,16.6166666666667,"no","lunes"
9,32.5,40.55,39.3833333333333,"yes","domingo"
9.1,28,42.07,23.6166666666667,"yes","domingo"
4.5,17.5,22.55,19.8166666666667,"no","viernes"
2.6,9.5,13.5,8.41666666666667,"no","lunes"
1.36,6.5,9.96,6.78333333333333,"no","lunes"
1.53,7,10,7.2,"no","martes"
5.52,19,24.36,17.0333333333333,"no","sábado"
2.81,10,13.56,9.01666666666667,"no","viernes"
1.3,7.5,11.15,9.11666666666667,"no","miércoles"
0.56,6,8.76,7.25,"no","viernes"
1.24,7,9.96,7.83333333333333,"no","sábado"
9.55,27.5,34.56,17.75,"yes","sábado"
2.27,10.5,14.16,11.6666666666667,"no","martes"
1.9,13,18.5,18.8333333333333,"no","jueves"
1.7,8,11.15,8.56666666666667,"no","jueves"
3.83,13.5,16.8,12.3166666666667,"no","miércoles"
2.62,12,15.3,15.4833333333333,"no","martes"
1.9,12.5,17.15,19.7,"no","viernes"
1.81,8,11.16,7.21666666666667,"no","sábado"
2.45,10.5,14.16,11.8666666666667,"no","viernes"
2.6,15,20.15,20.5833333333333,"no","viernes"
3.3,13,17.75,15.8333333333333,"no","miércoles"
2.3,12,15.95,16.0666666666667,"no","miércoles"
10.4,36.5,45.35,40.75,"yes","domingo"
1.18,6,8.76,5.23333333333333,"no","miércoles"
3.09,12,16.62,11.2333333333333,"no","miércoles"
2.5,15.5,21.6,23.2166666666667,"no","martes"
1.6,9.5,12.95,10.4666666666667,"no","sábado"
1.3,8,11.75,10.1166666666667,"no","miércoles"
7.23,21.5,27.36,17.3666666666667,"yes","miércoles"
2.4,11.5,15.2,14.5166666666667,"no","lunes"
1.9,9,12.3,10.3,"no","lunes"
2.98,14,17.38,16.4,"no","jueves"
3.32,18,23.76,25.1833333333333,"no","miércoles"
2.2,10,13.56,11.0333333333333,"no","lunes"
1.49,9,11.3,10.85,"no","lunes"
5.51,19.5,26,17.8166666666667,"no","martes"
0.81,5.5,8.16,5.35,"no","viernes"
3.36,15.5,21,18.95,"no","domingo"
3.5,19,24.95,28,"no","miércoles"
2.04,9.5,13.56,10.4833333333333,"no","jueves"
4.7,18,23.15,22.6833333333333,"no","jueves"
0.92,18.5,24.36,32.8333333333333,"no","miércoles"
5.22,20.5,24.8,23.6166666666667,"no","viernes"
3.7,18,23.15,26.6,"no","jueves"
0.99,7,9.96,9.21666666666667,"no","viernes"
1.2,6,8.76,5.26666666666667,"no","sábado"
3.5,17,21.62,23.5833333333333,"no","jueves"
3.32,12.5,16.56,10.65,"no","lunes"
1.82,7.5,10.56,5.4,"no","martes"
15.6,42,51.95,25.9166666666667,"yes","miércoles"
3.6,15,18.3,16.8833333333333,"no","lunes"
2.5,9.5,13.55,8.96666666666667,"no","lunes"
1.6,7.5,10.55,6.8,"no","martes"
1.2,7.5,10.55,7.86666666666667,"no","viernes"
1.6,9.5,12.95,13.4,"no","viernes"
4.07,14,18.96,11.5333333333333,"no","viernes"
2.12,8,11.16,6.31666666666667,"no","miércoles"
1,8.5,12.36,11.7833333333333,"no","miércoles"
7.69,26,32.76,24.5,"no","sábado"
3.04,11.5,15.36,12.2333333333333,"no","viernes"
0.8,5.5,8.3,5.53333333333333,"no","lunes"
1.9,9,11.3,9.35,"no","viernes"
1.1,6,8.5,5.9,"no","viernes"
2.75,11.5,15,13.7833333333333,"no","miércoles"
1.12,6,9.36,6,"no","jueves"
2.1,13.5,17.3,21,"no","viernes"
1.6,8.5,11.75,9.61666666666667,"no","viernes"
6.01,20.5,24.3,20.8166666666667,"no","jueves"
2.3,9.5,12.96,9.93333333333333,"no","miércoles"
2.6,16,21.36,24.7833333333333,"no","martes"
2,9.5,12.8,11.2,"no","lunes"
1.44,7,9.3,7.41666666666667,"no","jueves"
1.8,8.5,10.8,10,"no","viernes"
13.24,37,45.96,23.0166666666667,"yes","viernes"
2.16,10.5,14.76,12.9166666666667,"no","martes"
0.9,6,8.75,6.36666666666667,"no","sábado"
16.2,46,59.75,37.1833333333333,"yes","miércoles"
1.3,7.5,9.8,8.23333333333333,"no","miércoles"
2.09,9.5,12.42,13.1,"yes","jueves"
3.3,15.5,21,20.9166666666667,"no","viernes"
1.9,10,13.55,13.0833333333333,"no","viernes"
5,19,24.36,20.8666666666667,"no","martes"
6.1,22,27.95,23.8666666666667,"no","miércoles"
1.6,7.5,10.55,6.46666666666667,"no","lunes"
0.9,8,11.75,10.8333333333333,"no","viernes"
1.54,8,10.3,9.85,"no","viernes"
1.28,7.5,11,8.5,"no","miércoles"
6.23,22.5,28.56,24.2333333333333,"yes","martes"
1.05,9,12.36,12.4833333333333,"no","sábado"
4.2,21,27.35,31.45,"yes","viernes"
5.2,18.5,24.75,17.0833333333333,"yes","lunes"
1.39,8,11.76,9.46666666666667,"no","jueves"
0.9,6,8.3,6.13333333333333,"no","jueves"
3.9,14.5,19.56,16.1833333333333,"yes","miércoles"
7.28,29.5,39.12,43.05,"no","viernes"
1.5,8,11.15,9.91666666666667,"no","domingo"
0.89,7.5,9.8,9.43333333333333,"no","lunes"
3.71,13,17.88,12.7833333333333,"no","jueves"
5.6,20.5,32.79,21.6666666666667,"yes","lunes"
1.61,8,11.76,8.5,"no","viernes"
1.71,8,11,8.2,"no","viernes"
0.58,5.5,8.3,5.51666666666667,"no","martes"
1.99,8.5,12.25,8.06666666666667,"no","jueves"
1.6,8,11.6,7.1,"no","lunes"
1.28,7,9.96,7.3,"no","martes"
1.46,8.5,11.8,10.9166666666667,"no","viernes"
1,7,9.8,7.9,"no","miércoles"
0.6,5,7.8,5.38333333333333,"no","miércoles"
2.1,8.5,11.75,8.63333333333333,"no","jueves"
4.45,17,21.96,17.0666666666667,"no","viernes"
2.29,11.5,15.36,14.5166666666667,"no","martes"
2.51,13,17.76,18.6333333333333,"no","jueves"
8,25.5,32.15,22.6,"yes","lunes"
1.01,6.5,9.36,6.5,"no","sábado"
1.11,7,9.13,8.41666666666667,"no","viernes"
4.6,16,20.3,18,"no","lunes"
10.85,37,53.21,39.05,"yes","viernes"
2.51,12.5,17.88,17.7333333333333,"no","jueves"
1.59,9,12.36,11.6333333333333,"no","viernes"
2,9.5,12.96,10.4166666666667,"no","viernes"
0.6,6,9.36,6.98333333333333,"no","lunes"
1.99,10.5,14.76,12.8,"no","viernes"
13.1,37,45.95,23.3333333333333,"yes","lunes"
2.1,14.5,18.95,21.4833333333333,"no","viernes"
5.1,22.5,30.35,31.9166666666667,"no","miércoles"
1.6,7.5,11.15,6.88333333333333,"no","viernes"
4.08,16,21.62,16.6166666666667,"yes","martes"
1,5.5,8.15,5.61666666666667,"no","sábado"
2.2,10.5,14.15,12.8333333333333,"no","miércoles"
2.09,12.5,17.16,17.3166666666667,"no","miércoles"
1.7,8,10.3,7.95,"no","sábado"
1.5,11,14.8,15.3166666666667,"no","martes"
6.2,21,26.75,22,"yes","domingo"
0.7,7,9.95,9.03333333333333,"no","viernes"
2.55,12,15.96,15.0666666666667,"no","domingo"
2.1,10.5,14.8,12.6333333333333,"no","miércoles"
1.64,8.5,12.36,10.4166666666667,"no","jueves"
1.23,7,9.3,7,"no","sábado"
1.54,12,16.56,18.1666666666667,"no","jueves"
1.64,7.5,10.56,6.93333333333333,"no","martes"
1.6,7.5,11,6.55,"no","jueves"
5.8,34,40.3,55.9333333333333,"yes","jueves"
2.3,10.5,14.15,14.15,"no","martes"
2.92,11,15.36,13.5166666666667,"no","martes"
1.82,10,13.56,13.0666666666667,"no","lunes"
5.7,21,26.75,24.4166666666667,"yes","miércoles"
2.5,11.5,15.35,14.65,"no","sábado"
1.3,7.5,11,9.58333333333333,"no","lunes"
6.5,25.5,33.5,33.4833333333333,"yes","miércoles"
7.1,23,33.06,20.75,"yes","viernes"
1.4,7,9.13,5.91666666666667,"no","lunes"
1.9,12.5,16.3,17.0833333333333,"no","lunes"
2.19,8,10.3,6.28333333333333,"no","viernes"
2.2,13.5,17.75,20.5,"no","sábado"
0.89,5.5,8.16,5.55,"no","lunes"
1.1,6.5,9.36,5.48333333333333,"no","miércoles"
0.71,9.5,12.8,14.35,"no","sábado"
3.8,15,20.35,16.35,"yes","lunes"
0.86,6,9.36,6.61666666666667,"no","viernes"
1.9,13.5,18.35,19.7833333333333,"no","jueves"
1.4,8,10.3,9.05,"no","martes"
1.2,11,14.76,16.5333333333333,"no","sábado"
1.26,9,12.96,11.8833333333333,"no","lunes"
1.92,9,12.36,11.2666666666667,"no","miércoles"
5.88,19.5,23.8,16.0833333333333,"no","miércoles"
0.9,6,9.35,5.76666666666667,"no","jueves"
6.55,20.5,26.16,15.4166666666667,"yes","lunes"
1.38,12,16.56,17.6166666666667,"no","jueves"
3.74,16,21.36,20.35,"yes","martes"
2.52,9.5,12.96,8.88333333333333,"no","sábado"
2.5,12.5,16.8,16.7166666666667,"no","jueves"
4.7,21,25,27.0666666666667,"yes","jueves"
11.45,34.5,42.96,25.5,"yes","martes"
10,39,55.59,43.7833333333333,"yes","miércoles"
8.59,29,37.88,34.7166666666667,"yes","viernes"
1.1,7,9.95,7.91666666666667,"no","viernes"
9.7,31,46.26,31.2333333333333,"yes","lunes"
8.6,24.5,30.95,14.0833333333333,"yes","martes"
5.1,18.5,22.3,17.6333333333333,"no","lunes"
1.1,6.5,9.35,6.6,"no","lunes"
2.26,10.5,14.16,13.6833333333333,"yes","viernes"
3.17,10.5,14.16,8.8,"no","viernes"
2.17,10,13.56,11.0166666666667,"no","lunes"
4.51,17.5,23.5,21.3833333333333,"yes","miércoles"
0.59,5,7.56,5.23333333333333,"no","viernes"
1.8,11,15.35,14.5166666666667,"no","lunes"
7.7,35.5,42.3,53.8166666666667,"yes","miércoles"
0.96,5.5,8.76,5.75,"no","lunes"
5.2,20,25.55,24.8666666666667,"no","miércoles"
2.7,12,15.3,14.25,"no","sábado"
6.54,20,25.56,13.6833333333333,"no","sábado"
2.5,10,13.55,9.81666666666667,"no","domingo"
5.2,17.5,20.8,14.3833333333333,"no","jueves"
4.2,14.5,17.8,14.45,"no","miércoles"
1.23,8,11.16,10.05,"no","sábado"
0.72,5.5,8.76,5.61666666666667,"no","martes"
2.1,11.5,15.35,17.4333333333333,"yes","lunes"
1.73,10.5,14.16,13.3333333333333,"no","viernes"
0.66,5.5,8.3,5.25,"no","jueves"
13.35,40,49.56,35.8166666666667,"yes","lunes"
0.8,6,8.75,5.7,"no","lunes"
2.2,13.5,16.28,18.9,"no","viernes"
3.2,12.5,17.88,12.9333333333333,"no","jueves"
2.54,14,18.96,20.4,"no","jueves"
0.97,7.5,11.16,9.41666666666667,"no","jueves"
11.12,33.5,48.67,27.05,"yes","martes"
1.85,7.5,9.8,5.65,"no","lunes"
1.26,7.5,10.3,8.41666666666667,"no","miércoles"
2.29,11.5,15.96,14.6333333333333,"no","lunes"
2.6,11,14.3,11.6333333333333,"no","jueves"
1.55,10.5,13.8,14.3666666666667,"no","miércoles"
5.66,23,28.3,29.5833333333333,"yes","jueves"
8.89,27,33.96,23.0666666666667,"yes","miércoles"
2.1,11,14.75,13.8833333333333,"no","miércoles"
1.81,9,11.84,10.35,"no","viernes"
1.74,7.5,10.56,8.08333333333333,"no","miércoles"
1.73,7,9.96,6.08333333333333,"no","viernes"
2.85,11,16,10.5333333333333,"yes","jueves"
4.95,19.5,24.96,21.3666666666667,"yes","domingo"
1,5.5,7.8,5.23333333333333,"no","lunes"
4.08,21,27.36,31.6166666666667,"no","martes"
2.38,11,14.76,13.1,"no","martes"
2.05,17,20.3,27.1666666666667,"no","jueves"
4.6,17,22.85,18.1166666666667,"no","lunes"
1,6,8.75,5.26666666666667,"no","martes"
2.5,16,21.35,24.95,"no","viernes"
1.7,7.5,10.3,7.33333333333333,"no","viernes"
2.92,12,15.96,12.2833333333333,"no","martes"
1.3,8.5,11.76,11.85,"no","jueves"
1.62,10.5,15.38,13.8333333333333,"no","miércoles"
5.23,18,23.16,16.0833333333333,"no","viernes"
1.42,8,11.76,10.6666666666667,"no","martes"
1.36,7.5,10.56,7.3,"no","lunes"
1.6,7.5,11,7.66666666666667,"no","sábado"
3.56,19,24.96,28.6166666666667,"no","miércoles"
1.2,6.5,9.3,6.81666666666667,"no","viernes"
0.8,6,9.35,5.63333333333333,"no","lunes"
3.4,17,23,20.3333333333333,"no","lunes"
2.67,11.5,16,13.9166666666667,"no","lunes"
2.32,10,13.56,10.65,"no","sábado"
1.1,6.5,8.8,6.98333333333333,"no","martes"
2,9.5,12.95,10.0166666666667,"no","sábado"
1,6,8.75,5.7,"no","miércoles"
1.3,8,11.15,8.71666666666667,"no","domingo"
0.8,7.5,10.55,9.53333333333333,"no","viernes"
1.7,7.5,10.55,6.33333333333333,"no","martes"
3.4,14,18.8,17.4166666666667,"no","viernes"
2.87,12,15.8,14.0333333333333,"no","jueves"
2.2,10,14.75,12.3833333333333,"no","martes"
1.55,9.5,13.56,12.8833333333333,"no","jueves"
1.7,8,10.3,6.58333333333333,"no","jueves"
6.2,20.5,27.25,17.9166666666667,"yes","sábado"
2.3,13,16.3,18.8,"no","miércoles"
1.3,7,9.55,7.5,"no","lunes"
2.92,12,15.96,12.6666666666667,"no","miércoles"
1.2,6.5,9.35,6.55,"no","viernes"
5.35,18.5,23.76,16.6,"no","lunes"
16.03,44.5,54.96,27.3666666666667,"no","sábado"
1.7,9,12.85,11.0333333333333,"no","viernes"
2.42,14.5,18.3,21.8666666666667,"no","viernes"
1.8,8,11.15,6.81666666666667,"no","jueves"
1.5,8,11.15,9.81666666666667,"no","jueves"
2.7,13,17.15,16.8,"no","miércoles"
11.69,36,44.3,31.8333333333333,"yes","sábado"
2.16,8,11.62,6.2,"no","jueves"
1.31,10.5,14.76,14.65,"no","viernes"
0.8,6.5,9.35,7.1,"no","miércoles"
9.85,33,48.41,39.1833333333333,"yes","jueves"
1.8,10,13.55,12.0166666666667,"no","sábado"
1.4,9,12.35,12.3166666666667,"no","viernes"
1.5,9.5,12.95,12.6833333333333,"no","martes"
2.31,12,16.56,16.9666666666667,"no","viernes"
1.9,11.5,15.35,15.9166666666667,"no","jueves"
0.58,5.5,8.76,6.15,"no","viernes"
3.8,17,21.95,21.5666666666667,"yes","viernes"
2.51,11,14.3,12.0666666666667,"no","jueves"
1.48,9,12.36,11.6833333333333,"no","martes"
6.97,21.5,34.01,17.1,"yes","viernes"
1.7,9,12.95,9.71666666666667,"no","lunes"
1.6,8.5,12.35,9.91666666666667,"no","lunes"
3.44,13,17.16,14.8666666666667,"no","viernes"
1.74,9.5,12.96,11.2833333333333,"no","miércoles"
5.8,21,26.75,25.5666666666667,"yes","jueves"
2.8,11,14.75,12.55,"no","lunes"
3.67,16,21.36,21.2166666666667,"no","jueves"
4.8,21.5,27.35,28.6666666666667,"yes","viernes"
12.44,35.5,44.16,23.2666666666667,"yes","lunes"
1.72,12,15.8,17.9,"no","viernes"
2.12,10.5,14.75,12.2333333333333,"no","miércoles"
5.29,16.5,22.25,16.8,"no","martes"
2.3,10.5,14.15,12.8833333333333,"no","lunes"
1.1,6,9.36,6.23333333333333,"no","miércoles"
1.18,8,10.8,9.5,"no","jueves"
4.1,21,26.75,27.95,"no","sábado"
1.89,12,15.96,17.2333333333333,"no","sábado"
1.38,8,11.76,8.73333333333333,"no","miércoles"
9.6,29,43.06,22.1333333333333,"yes","domingo"
2.39,11.5,15.36,15.45,"no","jueves"
1,7,10.55,8.33333333333333,"no","jueves"
4.62,18.5,23.76,22.8833333333333,"no","jueves"
1.75,13.5,18.3,21.8833333333333,"no","jueves"
2.6,10,13.55,10.2166666666667,"no","viernes"
1.7,14.5,19.55,23.2333333333333,"no","lunes"
9.63,28.5,37.25,20.9833333333333,"yes","martes"
0.85,5.5,8.16,5.1,"no","sábado"
1.01,7,10.56,7.81666666666667,"no","jueves"
1.56,7.5,10.3,7.61666666666667,"no","martes"
1.1,7.5,10.55,9.08333333333333,"no","sábado"
1.3,7.5,10.55,7.06666666666667,"no","miércoles"
1.6,8.5,11.75,10.6,"no","viernes"
1.7,10,14.95,12.8833333333333,"no","viernes"
1.34,9,12.36,11.7333333333333,"no","martes"
6.35,20,25.56,16.65,"no","sábado"
4.27,15.5,20.16,14.8833333333333,"no","lunes"
0.7,6.5,9.35,7.06666666666667,"no","viernes"
3.7,16,21.62,20.1166666666667,"no","miércoles"
